fact_id,layer,variant_a,variant_b,is_correct_a,is_correct_b,pair_type,cosine_distance,l2_distance
fact_0002,6,original,short_direct,True,True,correct_correct,0.008259415626525879,13.086282730102539
fact_0002,6,original,answer_briefly,True,True,correct_correct,0.46477675437927246,89.58821105957031
fact_0002,6,original,no_explanation,True,False,correct_wrong,0.48208189010620117,91.0873794555664
fact_0002,6,original,direct_answer,True,True,correct_correct,0.00964820384979248,14.09917163848877
fact_0002,6,short_direct,answer_briefly,True,True,correct_correct,0.4665716886520386,89.85050201416016
fact_0002,6,short_direct,no_explanation,True,False,correct_wrong,0.4819958209991455,91.1803207397461
fact_0002,6,short_direct,direct_answer,True,True,correct_correct,0.01935344934463501,19.96002769470215
fact_0002,6,answer_briefly,no_explanation,True,False,correct_wrong,0.15683400630950928,44.619911193847656
fact_0002,6,answer_briefly,direct_answer,True,True,correct_correct,0.46489930152893066,88.85277557373047
fact_0002,6,no_explanation,direct_answer,False,True,correct_wrong,0.47973573207855225,90.12649536132812
fact_0002,9,original,short_direct,True,True,correct_correct,0.018618464469909668,27.424863815307617
fact_0002,9,original,answer_briefly,True,True,correct_correct,0.4494054317474365,122.40082550048828
fact_0002,9,original,no_explanation,True,False,correct_wrong,0.43426257371902466,121.51872253417969
fact_0002,9,original,direct_answer,True,True,correct_correct,0.009867966175079346,19.42574119567871
fact_0002,9,short_direct,answer_briefly,True,True,correct_correct,0.4489220976829529,116.88978576660156
fact_0002,9,short_direct,no_explanation,True,False,correct_wrong,0.43143129348754883,115.9501953125
fact_0002,9,short_direct,direct_answer,True,True,correct_correct,0.0354689359664917,36.78615951538086
fact_0002,9,answer_briefly,no_explanation,True,False,correct_wrong,0.1678091287612915,68.76908111572266
fact_0002,9,answer_briefly,direct_answer,True,True,correct_correct,0.45475590229034424,123.12104034423828
fact_0002,9,no_explanation,direct_answer,False,True,correct_wrong,0.43946850299835205,122.24424743652344
fact_0002,12,original,short_direct,True,True,correct_correct,0.026381969451904297,49.10404968261719
fact_0002,12,original,answer_briefly,True,True,correct_correct,0.4728890657424927,188.21327209472656
fact_0002,12,original,no_explanation,True,False,correct_wrong,0.5495384633541107,203.31564331054688
fact_0002,12,original,direct_answer,True,True,correct_correct,0.01175147294998169,33.227848052978516
fact_0002,12,short_direct,answer_briefly,True,True,correct_correct,0.464652955532074,185.7216339111328
fact_0002,12,short_direct,no_explanation,True,False,correct_wrong,0.5445904731750488,201.47161865234375
fact_0002,12,short_direct,direct_answer,True,True,correct_correct,0.048355817794799805,67.05384063720703
fact_0002,12,answer_briefly,no_explanation,True,False,correct_wrong,0.24123626947402954,113.08892822265625
fact_0002,12,answer_briefly,direct_answer,True,True,correct_correct,0.4722643494606018,190.15936279296875
fact_0002,12,no_explanation,direct_answer,False,True,correct_wrong,0.5483458936214447,205.16163635253906
fact_0014,6,original,short_direct,False,True,correct_wrong,0.005108833312988281,10.388311386108398
fact_0014,6,original,answer_briefly,False,True,correct_wrong,0.4817497730255127,92.07051086425781
fact_0014,6,original,no_explanation,False,False,wrong_wrong,0.4922945499420166,92.87040710449219
fact_0014,6,original,direct_answer,False,True,correct_wrong,0.0133897066116333,16.808088302612305
fact_0014,6,short_direct,answer_briefly,True,True,correct_correct,0.4860996603965759,92.46808624267578
fact_0014,6,short_direct,no_explanation,True,False,correct_wrong,0.4957374334335327,93.18220520019531
fact_0014,6,short_direct,direct_answer,True,True,correct_correct,0.02175915241241455,21.32733726501465
fact_0014,6,answer_briefly,no_explanation,True,False,correct_wrong,0.15468716621398926,44.75027084350586
fact_0014,6,answer_briefly,direct_answer,True,True,correct_correct,0.47956418991088867,90.15149688720703
fact_0014,6,no_explanation,direct_answer,False,True,correct_wrong,0.488183856010437,90.767578125
fact_0014,9,original,short_direct,False,True,correct_wrong,0.002907395362854004,10.730841636657715
fact_0014,9,original,answer_briefly,False,True,correct_wrong,0.4643312692642212,123.83245849609375
fact_0014,9,original,no_explanation,False,False,wrong_wrong,0.446865975856781,124.36166381835938
fact_0014,9,original,direct_answer,False,True,correct_wrong,0.012598991394042969,22.180334091186523
fact_0014,9,short_direct,answer_briefly,True,True,correct_correct,0.4634447693824768,122.33887481689453
fact_0014,9,short_direct,no_explanation,True,False,correct_wrong,0.44651246070861816,123.0573959350586
fact_0014,9,short_direct,direct_answer,True,True,correct_correct,0.017622649669647217,25.526447296142578
fact_0014,9,answer_briefly,no_explanation,True,False,correct_wrong,0.16902244091033936,69.31245422363281
fact_0014,9,answer_briefly,direct_answer,True,True,correct_correct,0.4593889117240906,120.22419738769531
fact_0014,9,no_explanation,direct_answer,False,True,correct_wrong,0.44460493326187134,121.35029602050781
fact_0014,12,original,short_direct,False,True,correct_wrong,0.003526151180267334,17.854890823364258
fact_0014,12,original,answer_briefly,False,True,correct_wrong,0.48440104722976685,187.4808807373047
fact_0014,12,original,no_explanation,False,False,wrong_wrong,0.5551789700984955,201.45860290527344
fact_0014,12,original,direct_answer,False,True,correct_wrong,0.01331418752670288,34.56142807006836
fact_0014,12,short_direct,answer_briefly,True,True,correct_correct,0.485198974609375,185.32411193847656
fact_0014,12,short_direct,no_explanation,True,False,correct_wrong,0.5580836236476898,199.6621551513672
fact_0014,12,short_direct,direct_answer,True,True,correct_correct,0.016774117946624756,38.79086685180664
fact_0014,12,answer_briefly,no_explanation,True,False,correct_wrong,0.23872578144073486,112.23551940917969
fact_0014,12,answer_briefly,direct_answer,True,True,correct_correct,0.478826105594635,187.8454132080078
fact_0014,12,no_explanation,direct_answer,False,True,correct_wrong,0.5542274713516235,202.65945434570312
fact_0017,6,original,answer_briefly,True,True,correct_correct,0.4918009042739868,81.97212219238281
fact_0017,6,original,no_explanation,True,False,correct_wrong,0.520238995552063,84.46178436279297
fact_0017,6,original,direct_answer,True,True,correct_correct,0.022872567176818848,18.34762191772461
fact_0017,6,answer_briefly,no_explanation,True,False,correct_wrong,0.17205142974853516,46.15266799926758
fact_0017,6,answer_briefly,direct_answer,True,True,correct_correct,0.4933685064315796,81.1946029663086
fact_0017,6,no_explanation,direct_answer,False,True,correct_wrong,0.5190438032150269,83.44771575927734
fact_0017,9,original,answer_briefly,True,True,correct_correct,0.4166937470436096,106.57745361328125
fact_0017,9,original,no_explanation,True,False,correct_wrong,0.4412134885787964,111.07212829589844
fact_0017,9,original,direct_answer,True,True,correct_correct,0.018107831478118896,21.51459312438965
fact_0017,9,answer_briefly,no_explanation,True,False,correct_wrong,0.16435295343399048,69.43070983886719
fact_0017,9,answer_briefly,direct_answer,True,True,correct_correct,0.4001094102859497,103.40531158447266
fact_0017,9,no_explanation,direct_answer,False,True,correct_wrong,0.42598581314086914,108.12117767333984
fact_0017,12,original,answer_briefly,True,True,correct_correct,0.4328922629356384,149.13502502441406
fact_0017,12,original,no_explanation,True,False,correct_wrong,0.5305674374103546,165.5865020751953
fact_0017,12,original,direct_answer,True,True,correct_correct,0.059694111347198486,60.095035552978516
fact_0017,12,answer_briefly,no_explanation,True,False,correct_wrong,0.23341816663742065,107.45352935791016
fact_0017,12,answer_briefly,direct_answer,True,True,correct_correct,0.3809996247291565,146.49667358398438
fact_0017,12,no_explanation,direct_answer,False,True,correct_wrong,0.4823252558708191,164.9381103515625
fact_0021,6,original,short_direct,True,True,correct_correct,0.008069872856140137,13.047972679138184
fact_0021,6,original,answer_briefly,True,False,correct_wrong,0.4672694206237793,90.7193603515625
fact_0021,6,original,no_explanation,True,False,correct_wrong,0.48544901609420776,92.06473541259766
fact_0021,6,original,direct_answer,True,True,correct_correct,0.0167999267578125,18.878477096557617
fact_0021,6,short_direct,answer_briefly,True,False,correct_wrong,0.47516000270843506,91.15838623046875
fact_0021,6,short_direct,no_explanation,True,False,correct_wrong,0.4910236597061157,92.27586364746094
fact_0021,6,short_direct,direct_answer,True,True,correct_correct,0.0309828519821167,25.303680419921875
fact_0021,6,answer_briefly,no_explanation,False,False,wrong_wrong,0.15773236751556396,44.84503936767578
